czas [s],X,Y,Z
0.0,-10,-20,-270
0.0006249999999994316,18,-38,-256
0.0012499999999997513,0,-6,-248
0.0018749999999991829,20,-36,-276
0.0024999999999995026,4,-16,-242
0.0031249999999998224,0,-26,-284
0.003749999999999254,8,-14,-246
0.004374999999999574,6,-16,-272
0.004999999999999893,12,-26,-254
0.005624999999999325,-6,-26,-266
0.006249999999999645,18,-26,-270
0.0068749999999999645,0,-4,-266
0.007499999999999396,22,-38,-262
0.008124999999999716,10,-26,-238
0.008750000000000036,0,-26,-280
0.009374999999999467,16,-30,-244
0.009999999999999787,0,-10,-268
0.010624999999999218,8,-24,-278
0.011249999999999538,12,-16,-258
0.011874999999999858,6,-26,-268
0.01249999999999929,18,-16,-250
0.01312499999999961,20,-26,-278
0.013749999999999929,6,-12,-266
0.01437499999999936,0,-28,-280
0.01499999999999968,12,-22,-228
0.015625,-6,-28,-292
0.01624999999999943,16,-32,-256
0.01687499999999975,0,-8,-250
0.017499999999999183,12,-18,-272
0.018124999999999503,2,-14,-252
0.018749999999999822,-4,-28,-272
0.019374999999999254,20,-22,-250
0.019999999999999574,-10,-12,-264
0.020624999999999893,24,-40,-268
0.021249999999999325,-8,-28,-278
0.021874999999999645,18,-36,-248
0.022499999999999964,2,-6,-260
0.023124999999999396,14,-18,-274
0.023749999999999716,8,-18,-238
0.024375000000000036,0,-26,-270
0.024999999999999467,10,-22,-244
0.025624999999999787,14,-18,-268
0.02624999999999922,-6,-14,-278
0.026874999999999538,4,0,-260
0.027499999999999858,-12,-14,-250
0.02812499999999929,20,-36,-262
0.02874999999999961,10,-12,-274
0.02937499999999993,16,-36,-250
0.02999999999999936,0,-10,-266
0.03062499999999968,16,-34,-256
0.03125,8,-16,-262
0.03187499999999943,0,-22,-268
0.03249999999999975,12,-16,-266
0.03312499999999918,-6,-16,-270
0.0337499999999995,16,-34,-256
0.03437499999999982,-6,-8,-254
0.034999999999999254,12,-28,-232
0.035624999999999574,2,-8,-266
0.03624999999999989,22,-34,-272
0.036874999999999325,0,-18,-268
0.037499999999999645,14,-32,-260
0.038124999999999964,6,-16,-266
0.038749999999999396,14,-18,-248
0.039374999999999716,0,-26,-272
0.040000000000000036,18,-22,-250
0.04062499999999947,2,-16,-280
0.04124999999999979,0,-14,-260
0.04187499999999922,0,-26,-284
0.04249999999999954,0,0,-246
0.04312499999999986,2,-30,-276
0.04374999999999929,6,-6,-254
0.04437499999999961,22,-34,-270
0.04499999999999993,0,-14,-272
0.04562499999999936,16,-30,-256
0.04624999999999968,6,-30,-272
0.046875,6,-16,-240
0.04749999999999943,-4,-26,-264
0.04812499999999975,16,-24,-250
0.04874999999999918,0,-12,-278
0.0493749999999995,12,-32,-260
0.04999999999999982,2,-6,-248
0.050624999999999254,18,-38,-280
0.051249999999999574,8,-16,-240
