czas [s],X,Y,Z
0.0,-192,0,148
0.0006250000001273293,-218,32,172
0.0012500000002546585,-194,2,160
0.0018749999999272404,-198,10,140
0.0025000000000545697,-210,22,156
0.003125000000181899,-200,14,146
0.003750000000309228,-200,22,176
0.00437499999998181,-188,0,142
0.005000000000109139,-210,18,158
0.005625000000236469,-198,14,152
0.0062499999999090505,-208,12,184
0.00687500000003638,-186,2,156
0.007500000000163709,-192,6,156
0.008125000000291038,-198,10,156
0.00874999999996362,-186,-8,142
0.00937500000009095,-204,18,176
0.010000000000218279,-192,2,146
0.01062499999989086,-210,22,174
0.01125000000001819,-190,8,164
0.01187500000014552,-192,6,156
0.012500000000272848,-214,22,158
0.01312499999994543,-192,-10,144
0.01375000000007276,-212,22,168
0.014375000000200089,-196,0,142
0.01499999999987267,-204,26,184
0.015625,-188,6,158
0.01625000000012733,-198,24,176
0.01687500000025466,-192,4,136
0.01749999999992724,-216,28,162
0.01812500000005457,-192,4,144
0.0187500000001819,-200,16,160
0.019375000000309228,-200,10,168
0.01999999999998181,-206,10,162
0.02062500000010914,-200,12,150
0.02125000000023647,-198,20,156
0.02187499999990905,-204,24,170
0.02250000000003638,-196,8,158
0.02312500000016371,-204,22,184
0.02375000000029104,-188,-4,152
0.02437499999996362,-208,12,156
0.02500000000009095,-196,8,152
0.02562500000021828,-196,14,148
0.02624999999989086,-204,26,170
0.02687500000001819,-200,14,162
0.02750000000014552,-200,12,162
0.02812500000027285,-198,12,184
0.02874999999994543,-186,0,156
0.02937500000007276,-206,20,178
0.03000000000020009,-190,0,136
0.03062499999987267,-218,34,166
0.03125,-196,12,154
0.03187500000012733,-204,22,176
0.03250000000025466,-192,0,148
0.03312499999992724,-210,14,170
0.03375000000005457,-194,8,146
0.0343750000001819,-214,8,180
0.03500000000030923,-190,2,140
0.03562499999998181,-204,14,164
0.03625000000010914,-198,16,156
0.03687500000023647,-214,30,168
0.03749999999990905,-190,2,154
0.03812500000003638,-208,24,164
0.03875000000016371,-190,2,142
0.03937500000029104,-206,12,170
0.03999999999996362,-204,20,156
0.04062500000009095,-202,16,154
0.04125000000021828,-212,28,166
0.04187499999989086,-196,10,146
0.04250000000001819,-198,10,172
0.04312500000014552,-214,12,182
0.04375000000027285,-184,0,146
0.04437499999994543,-208,24,172
0.04500000000007276,-192,0,148
0.04562500000020009,-218,32,172
0.04624999999987267,-192,8,140
0.046875,-196,14,162
0.04750000000012733,-202,10,152
0.04812500000025466,-208,14,162
0.04874999999992724,-196,14,162
0.04937500000005457,-216,24,182
0.0500000000001819,-190,4,154
0.05062500000030923,-206,18,176
0.05124999999998181,-192,0,134
0.05187500000010914,-216,32,164
0.05250000000023647,-200,14,146
0.05312499999990905,-208,20,174
0.05375000000003638,-188,0,156
0.05437500000016371,-190,8,164
0.05500000000029104,-196,16,160
0.05562499999996362,-198,14,152
0.05625000000009095,-214,30,162
0.05687500000021828,-190,6,146
0.05749999999989086,-208,26,180
0.05812500000001819,-200,10,154
0.05875000000014552,-186,0,160
0.05937500000027285,-206,24,174
0.05999999999994543,-190,6,136
0.06062500000007276,-208,22,164
0.06125000000020009,-190,6,138
0.06187499999987267,-210,28,182
0.0625,-194,0,154
0.06312500000012733,-212,18,172
0.06375000000025466,-198,10,144
0.06437499999992724,-212,24,186
0.06500000000005457,-190,4,152
0.0656250000001819,-200,20,170
0.06625000000030923,-198,10,158
0.06687499999998181,-200,14,142
0.06750000000010914,-208,14,150
0.06812500000023647,-196,12,162
0.06874999999990905,-196,8,176
0.06937500000003638,-186,8,146
0.07000000000016371,-208,18,174
0.07062500000029104,-206,-4,150
0.07124999999996362,-210,38,160
0.07187500000009095,-198,26,160
0.07250000000021828,-196,0,146
0.07312499999989086,-200,22,174
0.07375000000001819,-192,10,148
0.07437500000014552,-204,12,156
0.07500000000027285,-202,10,152
0.07562499999994543,-200,24,176
0.07625000000007276,-190,24,132
0.07687500000020009,-194,14,132
0.07749999999987267,-202,6,164
0.078125,-186,0,168
0.07875000000012733,-192,6,184
0.07937500000025466,-180,0,152
0.07999999999992724,-196,26,176
0.08062500000005457,-192,12,160
0.0812500000001819,-192,24,166
0.08187500000030923,-194,18,160
0.08249999999998181,-208,20,158
0.08312500000010914,-178,0,142
0.08375000000023647,-202,16,168
0.08437499999990905,-204,12,156
0.08500000000003638,-200,14,152
0.08562500000016371,-212,32,168
0.08625000000029104,-194,10,146
0.08687499999996362,-198,16,176
0.08750000000009095,-194,0,152
0.08812500000021828,-208,22,170
0.08874999999989086,-198,12,152
0.08937500000001819,-192,-4,148
0.09000000000014552,-216,28,166
0.09062500000027285,-216,24,172
0.09124999999994543,-192,8,140
0.09187500000007276,-192,0,132
0.09250000000020009,-204,10,142
0.09312499999987267,-208,12,170
0.09375,-212,26,176
0.09437500000012733,-210,18,176
0.09500000000025466,-188,-6,148
0.09562499999992724,-188,0,146
0.09625000000005457,-202,18,170
0.0968750000001819,-200,10,152
0.09750000000030923,-204,8,172
0.09812499999998181,-186,0,148
0.09875000000010914,-192,0,144
0.09937500000023647,-200,14,158
0.09999999999990905,-212,22,184
0.10062500000003638,-216,22,174
0.10125000000016371,-208,12,170
0.10187500000029104,-192,0,140
0.10249999999996362,-190,0,132
0.10312500000009095,-192,0,146
0.10375000000021828,-190,8,154
0.10437499999989086,-204,28,178
0.10500000000001819,-210,24,184
0.10562500000014552,-210,14,178
0.10625000000027285,-186,0,154
0.10687499999994543,-190,4,142
0.10750000000007276,-200,10,170
0.10812500000020009,-212,30,180
0.10874999999987267,-196,22,160
0.109375,-186,2,142
0.11000000000012733,-192,4,158
0.11062500000025466,-212,22,192
0.11124999999992724,-202,24,164
0.11187500000005457,-190,8,152
0.1125000000001819,-190,2,150
0.11312500000030923,-194,14,154
0.11374999999998181,-214,26,176
0.11437500000010914,-204,14,166
0.11500000000023647,-194,8,140
0.11562499999990905,-192,0,126
0.11625000000003638,-200,10,154
0.11687500000016371,-212,22,166
0.11750000000029104,-208,26,178
0.11812499999996362,-210,24,178
0.11875000000009095,-198,4,178
0.11937500000021828,-194,14,156
0.11999999999989086,-190,0,144
0.12062500000001819,-196,10,160
0.12125000000014552,-208,24,190
0.12187500000027285,-218,24,166
0.12249999999994543,-202,14,166
0.12312500000007276,-192,6,152
0.12375000000020009,-192,0,136
0.12437499999987267,-200,10,140
0.125,-188,10,162
0.12562500000012733,-208,24,178
0.12625000000025466,-202,10,156
0.12687499999992724,-190,0,144
0.12750000000005457,-188,0,144
0.1281250000001819,-192,2,142
0.12875000000030923,-198,10,164
0.1293749999999818,-212,28,182
0.13000000000010914,-218,32,176
0.13062500000023647,-214,22,176
0.13124999999990905,-200,12,160
0.13187500000003638,-192,4,136
0.1325000000001637,-200,14,136
0.13312500000029104,-216,16,174
0.13374999999996362,-198,12,160
0.13437500000009095,-190,0,136
0.13500000000021828,-198,26,156
0.13562499999989086,-208,20,176
0.1362500000000182,-200,10,140
0.13687500000014552,-194,0,156
0.13750000000027285,-204,16,156
0.13812499999994543,-210,18,172
0.13875000000007276,-202,14,158
0.1393750000002001,-188,0,128
0.13999999999987267,-196,12,144
0.140625,-188,4,156
0.14125000000012733,-208,16,160
0.14187500000025466,-198,14,154
0.14249999999992724,-182,0,140
0.14312500000005457,-186,6,150
0.1437500000001819,-202,16,176
0.14437500000030923,-202,12,162
0.1449999999999818,-192,0,142
0.14562500000010914,-186,6,150
0.14625000000023647,-196,14,158
0.14687499999990905,-198,10,156
0.14750000000003638,-192,-6,146
0.1481250000001637,-186,0,152
0.14875000000029104,-210,26,176
0.14937499999996362,-192,0,136
0.15000000000009095,-196,10,142
0.15062500000021828,-212,24,172
0.15124999999989086,-192,4,146
0.1518750000000182,-216,32,180
0.15250000000014552,-216,28,176
0.15312500000027285,-192,8,154
0.15374999999994543,-190,0,166
0.15437500000007276,-210,30,186
0.1550000000002001,-204,26,168
0.15562499999987267,-192,4,142
0.15625,-192,6,148
0.15687500000012733,-210,24,184
0.15750000000025466,-222,24,178
0.15812499999992724,-208,16,168
0.15875000000005457,-196,10,158
0.1593750000001819,-192,2,136
0.16000000000030923,-192,6,140
0.1606249999999818,-192,12,160
0.16125000000010914,-208,22,172
0.16187500000023647,-192,0,136
0.16249999999990905,-192,-6,138
0.16312500000003638,-196,12,158
0.1637500000001637,-208,22,178
0.16437500000029104,-208,16,156
0.16499999999996362,-178,-6,146
0.16562500000009095,-188,12,158
0.16625000000021828,-202,12,162
0.16687499999989086,-208,26,178
0.1675000000000182,-192,0,150
0.16812500000014552,-184,0,146
0.16875000000027285,-196,18,174
0.16937499999994543,-196,4,142
0.17000000000007276,-178,0,142
0.1706250000002001,-192,6,154
