X,Y,Z
54,152,-206
50,152,-204
54,154,-186
52,144,-192
66,168,-172
42,170,-186
48,146,-182
48,154,-200
50,152,-202
48,152,-188
50,144,-194
64,166,-168
50,164,-184
52,150,-192
52,148,-208
54,152,-190
56,148,-190
52,150,-194
50,160,-178
32,144,-220
58,142,-206
52,152,-192
56,146,-184
50,154,-192
50,156,-194
44,164,-206
38,148,-224
50,144,-206
50,150,-206
50,152,-188
50,150,-188
52,152,-192
60,168,-178
44,162,-196
54,156,-202
52,150,-182
48,154,-204
50,154,-178
56,142,-198
52,150,-192
54,152,-192
56,146,-192
50,144,-196
46,168,-186
64,144,-172
56,132,-206
48,162,-182
60,142,-200
52,146,-212
52,148,-180
50,152,-206
56,158,-186
48,150,-198
50,148,-192
52,150,-188
54,152,-192
54,150,-192
50,142,-194
48,164,-198
60,158,-180
64,134,-174
38,166,-202
46,170,-184
60,136,-210
54,156,-216
54,162,-184
50,158,-200
54,152,-210
50,160,-192
54,148,-192
52,148,-202
50,146,-190
50,150,-186
58,154,-196
52,152,-192
52,146,-196
48,166,-180
64,138,-174
64,136,-210
40,164,-202
52,156,-168
60,138,-208
54,154,-194
48,156,-202
52,156,-192
48,148,-184
56,148,-192
56,152,-180
54,152,-194
52,148,-196
48,164,-204
48,168,-190
40,146,-222
46,162,-202
64,142,-206
50,158,-182
48,156,-180
54,150,-200
52,158,-192
48,160,-174
56,150,-202
50,152,-190
54,154,-192
48,150,-194
52,146,-192
48,160,-198
60,156,-178
66,134,-176
36,152,-210
44,168,-192
60,140,-210
52,144,-210
50,160,-186
46,158,-182
54,152,-204
52,148,-184
48,152,-194
50,154,-198
50,156,-194
52,152,-192
50,148,-192
58,140,-194
48,166,-198
46,170,-188
62,132,-174
36,158,-206
42,166,-180
60,142,-204
54,154,-198
52,150,-204
52,156,-184
54,154,-206
52,148,-196
56,148,-192
44,146,-198
48,164,-198
62,156,-182
64,136,-178
58,158,-172
48,150,-176
50,152,-178
48,158,-192
46,164,-190
30,154,-218
54,160,-178
54,150,-188
52,154,-192
52,144,-198
68,124,-212
64,134,-206
54,156,-200
50,156,-196
52,154,-196
44,160,-182
32,164,-182
52,170,-186
52,160,-186
46,148,-194
52,140,-192
64,138,-170
58,136,-196
50,154,-188
56,166,-182
54,156,-186
48,146,-198
54,134,-216
52,148,-214
46,150,-202
50,138,-202
48,136,-200
54,172,-178
60,156,-184
52,156,-188
56,150,-186
56,158,-192
54,144,-200
66,128,-224
48,136,-210
56,150,-206
54,156,-196
54,156,-192
48,156,-200
36,152,-224
48,156,-210
50,156,-204
44,152,-206
48,150,-200
40,162,-178
34,166,-182
60,160,-184
54,150,-186
48,144,-192
56,150,-202
64,154,-174
56,150,-178
48,156,-190
46,154,-200
50,152,-194
44,164,-174
44,160,-174
48,162,-186
50,154,-184
54,148,-190
46,144,-202
46,138,-218
56,146,-214
52,154,-200
48,156,-204
46,152,-192
38,160,-178
36,160,-182
50,156,-184
54,150,-192
52,148,-200
52,154,-192
64,150,-170
62,144,-176
52,150,-176
46,152,-194
50,152,-192
46,164,-202
40,144,-226
54,144,-206
52,158,-196
50,152,-206
54,152,-192
58,168,-178
38,158,-184
52,158,-190
58,150,-178
52,150,-188
54,148,-202
64,136,-214
50,162,-184
50,160,-186
50,148,-190
52,148,-194
56,148,-194
64,136,-192
60,142,-194
48,152,-178
50,152,-174
56,144,-182
52,144,-198
46,134,-220
52,164,-192
52,154,-198
50,148,-198
62,150,-200
64,136,-214
60,142,-210
46,150,-198
48,150,-200
48,154,-192
46,170,-178
44,166,-180
52,160,-184
54,152,-192
54,150,-190
60,148,-198
64,142,-192
64,136,-202
50,152,-194
46,152,-186
50,150,-190
50,146,-200
62,128,-218
52,146,-216
52,152,-202
52,152,-204
56,150,-196
52,144,-198
66,132,-214
50,146,-208
52,150,-202
56,154,-182
52,158,-192
56,150,-194
48,160,-204
24,150,-216
52,144,-206
46,152,-192
56,148,-180
54,156,-190
56,160,-192
46,160,-184
38,146,-218
56,148,-202
52,152,-200
56,150,-180
54,150,-190
48,146,-192
66,168,-174
48,172,-186
50,150,-184
50,154,-190
54,150,-194
58,154,-198
48,156,-182
36,150,-216
54,146,-210
52,146,-192
54,152,-180
56,150,-192
56,154,-194
42,166,-198
42,142,-214
60,140,-190
52,152,-184
52,148,-182
48,152,-198
50,152,-192
44,152,-196
50,132,-208
62,146,-178
44,156,-180
52,146,-192
50,148,-200
56,150,-192
48,150,-202
64,148,-170
60,140,-208
52,152,-202
54,144,-184
50,150,-188
50,150,-194
48,166,-196
44,164,-176
64,134,-204
36,170,-196
44,160,-180
50,154,-192
50,150,-176
52,150,-202
52,148,-182
50,154,-200
46,152,-188
50,156,-186
56,152,-196
50,164,-206
44,164,-202
60,154,-180
68,136,-178
54,132,-208
36,156,-200
58,136,-174
52,156,-192
56,150,-178
54,152,-206
54,164,-190
52,148,-192
56,150,-204
52,156,-192
54,152,-192
50,152,-190
58,142,-194
50,146,-198
42,162,-202
64,142,-172
64,132,-194
38,166,-198
44,164,-182
62,140,-210
54,144,-206
54,156,-192
48,162,-184
54,144,-202
50,146,-186
56,152,-190
52,150,-206
52,152,-188
52,156,-190
52,156,-196
52,148,-192
52,142,-198
46,160,-196
58,152,-170
52,134,-208
36,160,-200
52,168,-180
58,142,-206
56,152,-214
54,160,-186
48,154,-200
56,148,-178
50,148,-202
52,154,-188
48,152,-184
54,154,-196
56,150,-186
50,142,-192
48,164,-200
64,130,-178
50,134,-212
34,160,-202
62,140,-186
54,144,-206
52,150,-186
50,152,-204
50,156,-204
54,150,-190
50,152,-198
52,152,-200
46,154,-190
48,156,-190
54,148,-192
54,144,-194
48,142,-196
46,160,-198
46,170,-190
64,136,-178
68,134,-192
36,156,-214
40,166,-182
64,142,-192
54,140,-208
56,144,-212
54,158,-192
48,152,-182
52,158,-200
48,154,-206
50,158,-192
50,152,-180
50,154,-188
56,154,-188
44,160,-198
58,140,-196
50,140,-190
48,164,-198
62,150,-178
70,132,-172
54,132,-208
68,136,-194
50,144,-210
54,156,-206
48,156,-194
54,152,-210
46,156,-184
54,150,-206
52,150,-198
54,150,-190
52,152,-190
50,150,-192
54,144,-196
40,164,-202
62,156,-178
64,134,-174
38,162,-196
60,144,-172
56,142,-206
52,152,-192
50,154,-180
52,152,-208
48,154,-202
50,152,-186
52,148,-210
56,150,-206
54,150,-188
48,154,-192
54,146,-192
54,148,-202
50,150,-204
46,162,-200
48,172,-184
64,130,-176
52,130,-202
32,166,-198
58,148,-168
48,146,-210
60,154,-198
52,154,-180
48,144,-200
54,158,-192
52,148,-184
52,148,-204
50,152,-188
56,154,-194
56,150,-192
44,166,-204
60,156,-180
70,130,-178
46,166,-198
64,144,-186
54,142,-208
52,152,-184
52,154,-200
54,154,-208
52,150,-198
50,158,-194
48,152,-192
54,152,-192
52,152,-192
56,152,-190
48,146,-198
46,164,-200
64,138,-176
34,160,-204
46,168,-182
62,136,-210
52,148,-214
54,162,-190
48,152,-178
48,152,-204
52,152,-184
54,148,-192
48,156,-200
50,152,-188
56,154,-194
50,152,-192
56,150,-188
52,140,-198
44,164,-202
64,150,-176
72,134,-178
36,160,-202
56,152,-170
60,138,-214
54,156,-202
46,152,-184
54,150,-202
54,152,-196
48,152,-190
54,148,-202
50,148,-190
50,152,-192
54,152,-192
56,150,-196
50,172,-186
68,134,-166
44,158,-210
64,138,-196
52,148,-204
54,158,-190
52,152,-206
54,154,-200
50,156,-192
46,160,-184
44,164,-172
50,162,-180
54,148,-188
54,150,-198
44,166,-184
48,164,-172
50,158,-184
54,154,-188
50,152,-186
42,162,-204
42,142,-220
48,158,-196
54,148,-192
56,152,-200
56,150,-196
64,142,-190
58,142,-192
52,152,-206
52,152,-192
48,152,-198
42,164,-184
36,164,-186
48,160,-180
56,152,-186
54,150,-188
54,150,-194
64,134,-210
62,140,-210
52,154,-208
50,150,-208
56,148,-192
58,136,-184
62,142,-180
48,150,-180
54,148,-184
50,146,-190
56,146,-198
64,128,-210
56,138,-208
54,152,-208
48,152,-198
52,148,-192
48,160,-198
44,144,-218
54,152,-214
52,150,-208
50,150,-202
54,150,-192
64,156,-168
64,138,-184
52,152,-196
56,146,-200
52,152,-192
46,170,-178
56,148,-178
48,154,-182
50,154,-190
52,154,-196
44,160,-190
38,166,-182
48,162,-190
50,152,-188
52,150,-200
58,146,-192
64,146,-166
70,142,-176
52,146,-178
52,154,-180
54,150,-182
52,160,-196
40,146,-216
52,152,-198
54,146,-192
50,152,-192
56,148,-192
66,130,-208
58,140,-198
48,146,-198
50,156,-206
52,152,-200
54,148,-198
64,156,-172
44,166,-184
52,158,-182
50,154,-190
54,156,-188
54,154,-196
66,152,-206
48,166,-182
50,162,-184
52,150,-188
54,146,-192
54,152,-192
64,158,-166
50,164,-180
54,160,-180
52,154,-190
50,152,-184
48,152,-200
68,136,-212
52,142,-214
48,156,-210
54,154,-210
56,148,-198
64,156,-168
68,142,-178
52,152,-212
52,150,-196
52,156,-192
46,160,-178
26,162,-212
52,160,-182
56,156,-202
52,146,-206
48,154,-196
46,168,-174
48,162,-172
54,154,-178
50,156,-180
48,152,-190
48,146,-200
48,152,-226
52,156,-214
56,154,-204
54,146,-200
52,148,-196
66,132,-188
62,136,-206
52,150,-210
48,150,-206
50,152,-192
46,166,-182
34,164,-190
50,160,-188
50,154,-182
52,152,-188
48,150,-198
48,166,-176
38,162,-178
58,154,-178
48,152,-188
54,146,-188
54,152,-196
64,142,-190
60,138,-192
46,158,-188
54,148,-178
52,152,-182
48,142,-200
50,136,-224
50,146,-210
52,152,-204
50,152,-202
52,158,-202
56,170,-170
56,150,-176
50,152,-174
52,146,-196
48,150,-194
46,162,-196
40,158,-222
58,154,-206
48,156,-200
56,146,-216
48,150,-192
46,170,-174
42,164,-172
52,146,-178
56,148,-176
52,150,-186
52,142,-196
66,134,-216
52,142,-206
44,152,-208
50,148,-202
52,156,-190
44,174,-184
66,134,-214
54,136,-208
48,154,-208
48,148,-188
54,156,-196
48,166,-202
44,154,-216
52,146,-214
48,154,-198
48,154,-198
48,150,-192
48,172,-180
34,156,-216
54,152,-192
54,152,-202
52,152,-192
56,144,-200
64,142,-192
52,144,-210
54,158,-210
54,152,-200
54,150,-192
48,160,-178
38,162,-184
54,160,-184
52,154,-184
52,150,-198
54,156,-196
60,158,-168
64,142,-174
48,154,-176
50,156,-180
50,154,-186
52,138,-202
38,146,-224
54,146,-208
48,156,-202
56,156,-204
54,148,-196
62,142,-190
58,144,-194
52,150,-202
48,150,-202
52,150,-192
46,164,-174
46,162,-178
52,160,-180
48,156,-192
58,144,-184
44,166,-182
34,160,-198
54,162,-186
54,150,-188
54,160,-186
56,150,-198
48,166,-178
46,168,-174
48,160,-182
52,152,-186
56,150,-182
54,148,-196
64,132,-204
60,142,-210
52,152,-206
56,148,-204
50,156,-192
44,174,-178
58,142,-196
50,150,-200
50,158,-180
56,152,-190
48,166,-176
42,164,-178
54,162,-182
50,154,-186
50,152,-188
56,150,-196
62,134,-200
60,144,-192
48,152,-198
54,156,-180
52,148,-186
48,162,-198
42,152,-216
52,152,-198
44,152,-202
52,150,-208
50,152,-196
58,170,-172
56,148,-176
50,152,-180
50,158,-180
54,150,-184
48,162,-200
40,156,-220
52,154,-210
48,156,-198
48,152,-202
54,150,-192
62,154,-168
62,144,-180
50,156,-178
56,150,-184
50,150,-186
50,142,-194
66,134,-214
52,146,-210
48,156,-208
48,154,-200
50,152,-192
48,166,-194
58,156,-174
64,140,-170
40,160,-204
62,140,-176
52,146,-206
56,152,-180
54,148,-208
52,146,-182
52,146,-200
50,152,-190
54,156,-196
56,150,-188
46,162,-200
46,168,-188
64,134,-168
44,156,-212
46,166,-180
60,146,-198
56,146,-214
48,160,-182
48,152,-180
48,158,-208
54,162,-184
52,152,-194
56,150,-208
56,152,-188
48,160,-190
54,150,-190
52,146,-192
44,164,-198
44,172,-182
64,136,-178
54,132,-212
46,158,-206
56,146,-182
52,146,-208
44,154,-192
50,152,-204
56,144,-184
48,154,-198
48,154,-188
52,152,-192
48,142,-194
44,162,-196
64,148,-182
46,162,-196
58,146,-178
48,150,-204
50,160,-184
46,154,-198
46,154,-206
50,150,-186
52,144,-202
50,152,-194
52,156,-196
58,148,-192
50,144,-202
44,164,-194
56,172,-186
64,138,-174
36,160,-196
50,154,-174
62,138,-214
54,158,-186
50,154,-178
54,156,-206
54,158,-178
52,148,-200
54,154,-192
50,152,-192
46,160,-190
54,148,-192
54,146,-194
52,160,-200
48,164,-204
62,142,-174
68,134,-194
40,158,-216
46,168,-202
60,144,-192
54,146,-208
54,158,-186
52,152,-182
56,152,-206
56,156,-192
46,152,-184
50,156,-202
52,152,-194
56,150,-192
48,152,-200
44,170,-178
50,134,-206
38,156,-202
52,154,-176
60,138,-214
52,154,-196
54,152,-184
50,158,-206
52,156,-184
54,152,-178
52,156,-196
50,156,-188
50,154,-192
52,148,-190
52,146,-192
48,166,-202
60,162,-184
66,138,-178
46,156,-226
60,140,-178
50,148,-206
54,154,-192
54,158,-182
50,152,-200
48,148,-200
52,148,-186
52,154,-198
54,150,-196
52,150,-192
54,150,-194
52,148,-192
50,148,-192
48,162,-200
46,170,-186
64,142,-178
54,136,-210
32,164,-198
56,154,-180
48,150,-206
52,154,-196
52,160,-184
44,154,-192
50,152,-200
50,150,-184
50,152,-186
48,150,-208
48,154,-192
50,156,-190
54,150,-192
56,148,-200
52,166,-200
60,142,-178
66,132,-226
48,166,-194
60,144,-176
54,138,-212
54,160,-184
54,152,-192
52,150,-212
54,148,-180
50,152,-198
52,152,-192
52,156,-196
46,152,-194
50,146,-194
42,172,-182
64,132,-172
46,136,-216
44,166,-180
60,144,-206
56,146,-212
50,158,-184
48,150,-180
48,152,-210
56,156,-186
50,148,-192
52,146,-206
52,154,-192
56,150,-186
58,182,-194
64,186,-192
46,132,-188
38,110,-192
60,162,-186
60,148,-176
30,146,-218
38,148,-202
68,152,-184
58,164,-208
58,166,-190
56,154,-174
50,140,-200
44,148,-192
54,158,-194
52,164,-210
48,160,-192
54,146,-188
48,144,-192
58,140,-194
60,160,-184
64,140,-168
38,150,-216
46,164,-206
64,140,-190
54,142,-206
50,148,-186
56,154,-206
60,162,-188
52,156,-188
52,144,-202
54,144,-194
50,158,-192
52,154,-190
48,152,-194
54,148,-192
44,166,-202
42,164,-192
62,132,-172
48,154,-222
48,170,-192
60,142,-202
56,144,-210
56,156,-192
50,156,-184
50,154,-204
48,154,-178
48,152,-200
52,150,-192
48,156,-186
54,152,-196
50,154,-190
48,142,-192
48,162,-196
54,168,-184
64,140,-172
46,156,-212
44,168,-198
56,140,-192
56,142,-208
56,158,-186
52,148,-196
50,150,-196
60,152,-184
52,148,-200
48,150,-198
56,148,-190
54,144,-196
48,158,-200
68,128,-192
38,166,-200
56,152,-178
54,154,-210
50,152,-180
52,152,-206
54,146,-180
52,150,-192
60,152,-188
56,148,-192
58,142,-192
50,164,-198
64,158,-176
70,130,-210
38,160,-200
46,166,-184
58,140,-204
54,150,-216
54,150,-194
50,154,-208
52,154,-186
52,152,-202
50,148,-190
54,150,-190
56,142,-196
58,148,-192
48,142,-196
42,162,-202
64,142,-176
70,134,-196
40,160,-200
60,142,-184
52,148,-210
50,156,-188
50,152,-182
52,150,-206
52,154,-184
54,152,-202
50,152,-200
54,146,-186
58,142,-192
48,144,-196
62,164,-200
62,142,-178
58,132,-208
40,160,-184
54,146,-214
56,158,-184
48,152,-198
52,162,-182
52,150,-192
48,154,-200
54,158,-194
52,152,-192
50,146,-196
42,170,-200
64,140,-178
66,132,-188
48,162,-186
60,138,-196
54,144,-212
54,156,-182
52,152,-180
48,150,-204
50,152,-180
52,154,-200
50,150,-198
54,146,-190
46,156,-192
58,148,-196
52,142,-192
48,164,-200
58,144,-174
54,132,-208
46,160,-196
64,142,-190
50,148,-200
54,156,-182
46,152,-172
54,150,-208
50,160,-188
54,152,-186
52,152,-208
46,156,-188
54,152,-192
48,152,-192
58,144,-192
52,162,-198
58,164,-180
72,130,-196
38,162,-196
60,138,-184
50,142,-206
56,158,-184
44,160,-186
50,156,-176
52,152,-192
56,146,-194
50,156,-196
54,152,-192
48,146,-198
50,172,-190
64,142,-174
38,152,-208
60,142,-204
48,152,-208
54,160,-184
48,158,-204
54,156,-188
48,150,-192
48,148,-190
56,154,-182
56,150,-192
54,144,-196
46,164,-196
64,152,-182
66,134,-172
34,160,-196
42,168,-184
60,142,-210
50,160,-212
52,156,-182
50,156,-206
48,156,-190
52,154,-178
52,152,-204
48,152,-192
50,156,-194
44,154,-188
54,146,-194
52,158,-196
50,172,-182
64,140,-168
46,146,-226
46,166,-186
60,136,-206
56,154,-210
50,158,-180
52,150,-192
52,154,-210
50,148,-192
52,152,-190
52,160,-192
52,148,-196
44,170,-182
62,142,-170
46,154,-218
64,148,-194
48,150,-206
54,156,-188
50,154,-198
48,152,-184
52,150,-198
54,152,-190
52,158,-188
50,150,-198
50,148,-196
48,150,-194
46,164,-198
46,176,-186
64,128,-178
48,134,-214
48,158,-176
60,134,-208
54,156,-202
50,154,-184
52,154,-206
54,154,-190
56,148,-192
56,142,-198
48,150,-186
46,154,-190
54,156,-200
58,158,-192
48,146,-200
46,156,-196
62,146,-182
52,130,-210
30,156,-200
56,142,-172
62,148,-208
54,162,-212
50,162,-182
58,146,-198
56,158,-186
50,156,-188
48,152,-200
50,150,-192
54,144,-190
54,148,-196
46,166,-202
50,170,-186
60,142,-176
46,162,-178
60,138,-204
54,144,-210
52,152,-182
50,152,-206
60,158,-182
56,148,-202
54,152,-190
56,150,-190
56,150,-192
52,150,-196
44,164,-200
66,134,-192
32,156,-204
42,164,-174
54,142,-208
48,152,-186
50,156,-180
52,158,-206
52,160,-178
52,148,-190
54,148,-202
48,150,-192
56,150,-190
52,154,-190
48,150,-192
54,150,-192
48,162,-194
46,166,-200
62,140,-176
68,140,-172
46,156,-214
44,166,-196
64,140,-190
54,148,-210
54,152,-182
48,152,-176
54,150,-202
54,154,-178
54,152,-198
50,152,-200
50,150,-186
52,146,-192
44,160,-204
60,170,-182
64,142,-188
34,164,-200
58,154,-170
60,134,-214
56,156,-188
56,148,-192
52,154,-210
52,152,-204
52,156,-190
50,150,-186
56,146,-192
50,146,-194
46,166,-202
60,144,-176
54,138,-206
38,168,-202
52,140,-212
52,152,-198
54,148,-180
52,152,-202
50,160,-182
52,156,-202
52,152,-202
52,148,-192
52,154,-198
56,152,-194
56,146,-192
46,146,-196
44,166,-200
64,138,-176
72,128,-194
30,156,-206
46,166,-180
60,138,-212
52,144,-210
50,156,-182
48,152,-184
50,156,-208
52,150,-182
50,152,-200
56,146,-204
52,150,-192
54,152,-192
52,150,-192
56,148,-192
48,146,-192
40,170,-196
64,136,-174
42,146,-224
48,160,-178
58,138,-210
56,154,-212
48,164,-186
52,148,-210
56,146,-180
56,148,-200
54,150,-188
54,160,-198
52,148,-192
48,148,-196
68,134,-194
56,138,-180
56,148,-192
54,154,-190
54,146,-192
52,152,-192
44,150,-200
62,134,-174
58,154,-174
52,160,-194
50,154,-198
52,150,-200
56,150,-198
50,144,-200
68,134,-192
60,142,-178
54,160,-192
52,148,-196
48,156,-194
50,156,-192
44,144,-202
52,136,-212
60,140,-178
48,154,-184
52,152,-190
52,152,-196
50,148,-192
52,146,-200
66,136,-202
56,140,-180
50,160,-192
48,152,-200
48,154,-194
58,160,-194
50,162,-200
38,162,-186
50,160,-196
52,158,-200
44,158,-202
56,152,-194
48,146,-200
68,142,-186
36,142,-218
52,144,-202
52,152,-206
48,162,-192
48,148,-186
50,156,-192
48,146,-200
44,144,-216
48,150,-200
56,156,-200
56,150,-186
52,152,-184
54,146,-192
62,164,-174
42,168,-188
52,162,-198
56,156,-206
56,150,-196
50,156,-192
48,150,-198
64,146,-172
64,142,-180
50,158,-192
50,152,-192
52,150,-194
46,156,-192
44,146,-198
72,128,-208
64,140,-186
48,152,-184
50,156,-192
50,154,-194
50,156,-192
42,158,-200
42,150,-222
58,140,-178
44,150,-190
52,152,-188
56,150,-194
54,144,-198
68,164,-170
58,154,-182
54,158,-174
54,150,-198
62,150,-186
54,152,-192
58,164,-176
46,158,-218
54,158,-194
50,152,-184
50,156,-190
50,150,-194
50,158,-194
46,146,-196
70,138,-200
60,136,-178
48,156,-186
54,150,-192
50,148,-190
52,154,-192
46,164,-192
42,162,-224
54,162,-204
50,152,-208
52,146,-202
46,152,-190
50,142,-198
64,166,-172
58,154,-186
52,160,-192
48,156,-202
48,150,-196
48,156,-198
42,146,-200
72,134,-194
60,140,-178
52,148,-184
54,154,-186
52,158,-192
62,148,-196
48,160,-190
46,148,-216
56,150,-206
56,150,-192
54,146,-186
54,152,-192
54,152,-196
62,164,-178
36,160,-188
52,162,-192
50,150,-192
54,152,-202
54,156,-192
54,160,-174
42,144,-218
48,148,-204
54,160,-184
52,152,-180
56,150,-192
52,148,-200
50,152,-186
60,152,-194
52,144,-192
46,162,-200
64,128,-172
50,136,-212
44,166,-204
58,142,-208
54,152,-210
54,158,-190
48,154,-202
52,150,-198
52,150,-184
48,156,-200
48,148,-186
54,150,-186
54,148,-192
56,148,-194
44,146,-196
44,164,-196
56,156,-176
66,136,-194
36,156,-202
56,158,-180
62,142,-206
54,146,-210
50,158,-188
48,156,-178
52,148,-196
56,154,-186
50,148,-194
50,150,-200
50,152,-190
54,154,-192
50,152,-192
54,148,-198
46,142,-194
44,172,-168
52,136,-206
38,160,-198
58,146,-186
60,142,-192
48,148,-210
50,156,-186
48,152,-182
56,148,-196
48,154,-188
50,152,-190
48,148,-196
46,166,-198
60,154,-174
60,140,-190
52,152,-188
48,152,-200
52,156,-192
44,162,-182
32,166,-180
52,156,-184
56,154,-188
50,150,-188
52,150,-194
64,136,-204
46,146,-212
52,154,-200
48,156,-194
58,150,-196
62,140,-186
64,142,-188
50,156,-202
52,150,-182
52,154,-194
52,160,-198
38,156,-218
48,158,-198
56,152,-198
52,148,-202
56,150,-196
60,144,-170
58,140,-198
52,154,-192
46,154,-176
54,152,-180
44,164,-198
34,156,-220
54,154,-212
58,154,-206
52,148,-190
58,156,-200
58,136,-166
60,140,-192
52,148,-182
52,152,-182
52,152,-184
50,150,-196
70,134,-214
60,136,-206
50,158,-184
56,150,-188
54,156,-186
60,148,-202
56,156,-172
64,142,-176
52,152,-182
54,152,-188
52,152,-196
46,168,-184
32,156,-224
54,156,-190
54,150,-180
54,154,-180
56,146,-200
68,130,-212
58,140,-210
50,148,-208
50,152,-206
50,148,-196
62,158,-170
60,142,-174
54,148,-178
46,152,-180
48,150,-186
50,146,-202
42,142,-224
54,154,-206
60,148,-198
54,148,-204
48,152,-192
64,156,-170
60,144,-192
44,152,-178
50,156,-180
54,150,-192
48,160,-202
32,154,-208
46,158,-194
54,150,-192
48,148,-186
48,144,-200
54,134,-214
50,144,-212
48,154,-202
54,154,-204
50,152,-192
58,172,-176
60,140,-176
48,152,-186
46,156,-176
54,152,-190
54,138,-198
64,134,-216
50,146,-212
48,152,-206
54,154,-202
52,158,-192
44,166,-172
46,162,-176
50,154,-176
54,146,-186
50,150,-184
56,160,-200
42,162,-180
50,158,-186
50,152,-188
56,150,-186
48,146,-200
66,130,-214
48,146,-206
50,154,-206
50,156,-206
56,154,-192
50,162,-178
44,164,-168
56,162,-184
52,152,-192
48,150,-184
56,150,-196
66,136,-192
58,140,-204
48,156,-196
56,152,-182
54,152,-192
42,158,-206
42,136,-218
48,150,-222
50,152,-200
48,152,-196
56,152,-198
60,134,-168
42,146,-218
52,142,-210
44,154,-208
52,154,-186
52,152,-200
50,150,-200
54,152,-194
56,148,-192
52,150,-192
46,164,-198
46,166,-194
64,138,-180
46,148,-218
46,164,-204
64,144,-180
48,146,-208
52,156,-192
48,152,-184
50,158,-200
52,162,-188
50,152,-192
54,152,-202
50,148,-192
54,152,-190
58,152,-192
56,148,-192
54,140,-194
50,158,-202
60,160,-172
64,134,-166
42,158,-214
46,160,-194
58,142,-196
54,146,-212
54,156,-190
46,150,-180
54,152,-206
56,152,-176
54,152,-196
50,154,-204
50,152,-190
56,152,-186
58,158,-194
56,152,-196
54,146,-196
46,164,-204
60,156,-174
66,134,-180
30,156,-216
56,144,-206
56,146,-210
50,160,-182
54,152,-206
58,160,-188
52,148,-182
48,150,-200
52,148,-186
54,154,-192
56,148,-194
48,150,-200
42,162,-196
62,134,-170
46,144,-222
42,160,-200
64,134,-208
54,146,-210
54,160,-190
46,154,-182
54,156,-194
52,156,-204
48,150,-180
50,152,-196
48,152,-200
50,152,-190
52,158,-192
56,152,-192
50,148,-192
46,152,-192
48,162,-198
50,170,-182
60,142,-174
64,130,-206
38,160,-202
46,166,-182
60,142,-202
48,146,-214
52,158,-186
50,150,-182
54,152,-202
48,156,-180
50,154,-196
48,148,-202
48,152,-190
52,158,-192
52,154,-188
54,152,-194
50,162,-202
48,164,-180
56,132,-210
38,160,-202
58,154,-182
54,146,-212
46,162,-184
48,146,-188
54,156,-186
52,152,-186
48,150,-196
56,144,-186
46,154,-192
58,150,-192
50,146,-192
50,164,-194
44,172,-190
62,138,-176
52,136,-216
36,160,-196
60,136,-208
54,156,-212
56,166,-184
52,150,-206
54,156,-188
54,148,-180
54,152,-202
52,154,-200
56,148,-186
48,146,-192
52,148,-192
54,154,-196
48,148,-202
48,162,-198
62,148,-176
64,140,-172
46,156,-220
46,168,-200
56,154,-172
64,140,-208
50,132,-208
46,128,-182
48,160,-208
48,172,-206
50,160,-198
52,150,-194
58,160,-188
52,152,-190
64,130,-172
54,132,-210
36,170,-184
56,142,-182
54,140,-212
54,152,-186
50,158,-204
50,152,-202
52,152,-200
40,166,-176
46,160,-174
50,154,-188
52,152,-190
56,150,-182
56,142,-202
42,160,-188
52,160,-192
48,152,-188
48,152,-198
56,148,-196
64,128,-202
54,146,-212
52,144,-202
50,142,-204
50,144,-192
56,174,-176
50,158,-176
50,150,-176
56,152,-192
52,154,-186
46,164,-176
34,154,-224
50,156,-214
52,152,-202
52,152,-204
56,152,-196
60,158,-170
56,152,-174
48,152,-184
54,150,-192
50,154,-194
46,164,-182
34,170,-180
52,156,-198
50,150,-188
54,154,-184
48,162,-204
44,140,-218
52,156,-184
52,154,-190
56,154,-182
50,158,-200
68,138,-210
56,134,-208
52,148,-208
56,150,-192
48,160,-190
48,164,-196
38,156,-222
50,144,-216
48,152,-198
56,148,-200
54,154,-192
44,164,-184
56,154,-172
54,152,-174
50,146,-190
56,144,-188
58,148,-194
68,136,-210
50,148,-210
54,154,-210
50,148,-204
52,146,-194
48,162,-180
40,160,-176
54,152,-186
50,156,-188
50,154,-186
50,146,-194
64,132,-208
58,140,-210
44,158,-208
56,148,-186
54,156,-196
50,158,-204
40,150,-222
52,158,-208
52,156,-192
52,150,-188
56,146,-190
64,138,-212
60,140,-204
54,150,-202
52,148,-208
56,154,-200
62,156,-168
60,140,-202
50,152,-208
54,150,-202
52,142,-198
48,166,-192
38,156,-226
54,158,-190
54,150,-188
50,152,-184
48,146,-196
64,138,-190
60,146,-206
50,152,-202
52,152,-196
52,152,-192
46,164,-186
44,166,-176
48,150,-182
50,150,-182
54,150,-186
50,162,-200
42,142,-218
48,156,-212
50,154,-204
56,148,-210
48,150,-196
54,172,-168
58,154,-176
48,154,-184
50,150,-188
54,154,-192
48,164,-202
40,148,-224
50,144,-214
48,148,-198
50,152,-204
52,154,-192
42,168,-176
46,162,-176
54,156,-174
48,148,-180
50,152,-188
52,150,-200
64,130,-212
52,150,-212
52,152,-204
48,152,-204
54,150,-194
44,170,-178
32,160,-216
64,140,-194
52,150,-194
54,150,-182
52,144,-192
48,144,-196
56,156,-174
54,154,-176
48,156,-176
52,148,-190
50,152,-190
50,146,-196
74,130,-224
60,138,-210
50,154,-204
50,146,-192
48,146,-194
