X,Y,Z
52,152,-200
46,158,-188
52,156,-194
50,144,-192
48,154,-198
42,170,-188
64,134,-174
46,160,-192
56,142,-204
50,160,-210
54,148,-194
48,150,-210
52,154,-186
54,150,-200
54,152,-190
56,152,-192
58,136,-194
58,146,-198
52,160,-198
64,156,-178
68,132,-192
42,158,-198
60,142,-196
52,142,-210
50,154,-184
58,150,-202
54,148,-200
54,146,-200
52,146,-192
50,154,-186
54,150,-194
52,142,-196
48,168,-194
64,128,-172
44,144,-212
42,168,-180
58,140,-202
54,152,-200
52,154,-204
50,152,-190
48,150,-202
56,146,-188
48,150,-194
44,148,-198
64,148,-182
66,130,-194
38,160,-202
56,142,-206
50,160,-192
48,152,-182
44,158,-206
58,150,-184
50,152,-196
48,152,-192
48,154,-194
56,148,-196
56,146,-198
48,164,-196
64,128,-176
44,146,-220
46,164,-176
56,146,-206
54,154,-200
54,150,-178
54,150,-214
48,152,-182
50,156,-202
54,152,-196
54,150,-196
54,152,-190
52,144,-196
44,168,-206
58,152,-184
66,134,-206
34,158,-202
60,144,-184
54,146,-210
52,158,-188
50,150,-200
50,148,-196
50,150,-210
54,148,-194
52,152,-192
52,152,-192
52,146,-194
48,146,-194
46,168,-180
34,166,-202
56,154,-170
56,138,-206
50,156,-180
50,152,-208
50,154,-178
50,150,-198
52,146,-188
56,154,-192
54,146,-192
48,164,-198
62,144,-176
56,130,-216
50,160,-192
60,136,-206
54,152,-218
50,152,-178
52,154,-200
54,158,-182
56,152,-196
52,150,-194
48,150,-186
56,152,-192
56,148,-192
52,138,-192
48,164,-194
64,134,-170
40,144,-216
48,166,-194
56,142,-206
54,148,-208
50,160,-178
48,154,-200
54,152,-198
54,152,-200
50,152,-198
52,152,-188
52,148,-190
56,148,-198
44,168,-198
64,130,-172
42,146,-218
52,152,-206
58,148,-198
50,146,-212
50,162,-188
48,156,-200
48,156,-202
48,152,-192
54,152,-186
54,150,-194
52,150,-196
48,164,-202
56,146,-180
48,130,-210
64,140,-184
54,140,-210
50,158,-182
48,152,-208
50,158,-188
56,154,-192
52,152,-206
52,154,-192
58,154,-192
60,148,-192
48,158,-204
46,168,-194
62,140,-170
58,130,-208
38,164,-202
56,144,-184
56,150,-206
56,152,-192
48,154,-178
56,150,-206
58,152,-180
52,148,-202
50,152,-196
58,148,-182
56,154,-190
54,146,-194
54,146,-196
48,170,-190
60,130,-172
40,144,-220
46,160,-200
56,142,-196
46,146,-210
52,158,-176
52,152,-210
54,152,-180
50,152,-204
54,152,-190
54,148,-194
54,146,-194
64,136,-172
54,134,-212
34,158,-198
58,134,-208
52,158,-202
48,158,-180
50,150,-200
48,152,-184
56,152,-204
52,150,-190
50,158,-196
54,144,-192
50,160,-200
48,166,-182
58,128,-170
40,170,-198
54,158,-184
58,140,-210
54,156,-190
50,154,-182
54,154,-206
50,156,-182
50,154,-196
48,146,-200
50,148,-184
56,150,-192
52,152,-194
50,150,-200
46,166,-202
62,142,-176
68,128,-194
40,158,-206
66,148,-184
54,164,-214
50,164,-192
52,156,-192
58,148,-214
64,156,-192
58,158,-206
50,158,-194
54,162,-196
50,156,-194
44,144,-196
36,158,-200
46,142,-176
54,130,-216
40,166,-184
48,144,-208
38,156,-222
42,152,-212
44,150,-196
54,150,-222
62,166,-214
72,182,-218
80,178,-208
78,188,-216
74,184,-192
80,148,-178
46,166,-200
50,142,-178
38,144,-214
30,158,-182
26,140,-198
22,144,-206
28,142,-200
28,146,-190
38,150,-184
46,160,-184
56,146,-182
50,146,-182
50,168,-168
68,138,-174
34,164,-186
50,152,-172
46,146,-192
46,158,-176
42,148,-186
44,146,-192
46,144,-168
48,144,-188
48,140,-182
44,148,-178
50,142,-178
54,140,-184
44,160,-192
64,136,-168
54,128,-200
46,150,-190
62,130,-200
52,142,-178
56,144,-196
54,146,-172
58,140,-198
54,146,-182
58,148,-188
60,140,-188
62,158,-192
58,164,-176
46,158,-198
62,148,-176
62,136,-198
60,146,-176
58,142,-200
56,146,-180
54,146,-198
56,144,-192
54,148,-184
60,138,-190
58,140,-194
52,158,-196
66,132,-174
52,156,-222
50,166,-180
52,152,-210
56,148,-180
56,148,-210
54,148,-186
44,152,-202
46,152,-192
48,152,-200
48,152,-194
46,150,-204
40,168,-206
58,146,-180
60,142,-208
32,168,-206
64,148,-198
50,152,-216
46,164,-188
48,158,-208
48,160,-194
40,154,-200
38,152,-192
44,160,-202
40,148,-200
38,166,-208
56,134,-184
36,144,-224
44,168,-188
54,146,-208
52,168,-192
50,158,-210
48,164,-186
52,152,-200
44,156,-200
48,144,-196
46,146,-194
54,174,-184
68,136,-184
38,176,-198
60,134,-206
56,144,-194
54,152,-178
60,160,-192
56,158,-200
54,148,-190
52,140,-192
54,138,-188
44,134,-194
54,150,-184
74,132,-196
38,162,-194
66,140,-184
58,136,-206
60,156,-178
54,148,-192
58,146,-194
60,148,-196
58,144,-188
60,146,-190
56,144,-192
58,140,-200
56,162,-198
58,172,-182
68,138,-174
44,148,-212
52,168,-178
54,150,-210
52,158,-194
56,152,-186
58,158,-208
60,146,-182
56,150,-206
52,152,-190
56,152,-200
52,142,-198
44,174,-176
66,136,-208
36,160,-202
64,142,-192
54,162,-186
48,154,-206
50,156,-204
50,156,-192
52,154,-200
52,152,-190
48,154,-192
48,144,-202
42,168,-206
56,158,-178
64,138,-202
30,162,-198
64,144,-192
50,152,-210
48,170,-188
54,154,-210
50,158,-186
54,162,-198
46,162,-198
50,152,-194
50,162,-200
52,148,-196
48,152,-200
44,170,-202
60,134,-174
42,148,-224
44,166,-190
64,144,-208
52,160,-212
50,158,-178
50,158,-208
54,160,-192
50,152,-186
48,152,-206
50,152,-188
52,154,-192
54,146,-194
50,160,-200
62,156,-178
50,140,-170
42,166,-198
56,152,-172
60,134,-210
52,146,-194
56,148,-204
52,150,-192
50,152,-184
54,152,-188
54,144,-194
48,162,-200
64,150,-172
64,130,-190
50,158,-178
60,134,-198
54,152,-186
46,154,-192
54,150,-204
50,146,-178
56,144,-200
54,144,-188
52,148,-188
52,142,-188
52,144,-190
46,170,-190
64,126,-174
42,152,-212
46,160,-176
60,138,-204
48,152,-200
52,148,-180
52,146,-204
52,160,-188
52,152,-196
50,150,-200
52,150,-188
56,154,-192
54,148,-192
52,144,-200
40,166,-198
64,144,-180
68,132,-192
38,164,-206
58,142,-180
54,144,-210
60,156,-188
50,150,-204
52,156,-204
50,154,-196
50,150,-208
52,150,-194
48,156,-194
54,152,-194
62,154,-180
64,136,-188
34,164,-206
56,152,-176
52,148,-208
56,156,-190
50,154,-206
50,148,-196
54,148,-208
48,158,-192
50,150,-194
56,152,-194
46,168,-204
58,154,-182
64,140,-174
42,156,-194
64,142,-184
48,150,-210
54,160,-190
44,152,-190
48,156,-206
54,154,-194
56,150,-198
52,150,-200
54,150,-192
54,154,-192
52,150,-192
50,148,-198
54,150,-198
46,164,-202
64,134,-168
52,138,-210
40,160,-198
64,142,-186
44,148,-208
58,154,-186
44,154,-186
48,158,-204
50,150,-178
50,152,-198
48,154,-188
48,150,-194
54,156,-194
56,140,-188
52,162,-196
50,166,-178
42,164,-196
56,154,-182
58,140,-208
54,162,-178
52,154,-202
52,154,-200
52,146,-192
50,154,-192
54,150,-190
54,152,-190
48,144,-198
44,158,-200
60,140,-172
50,134,-210
42,162,-194
66,140,-192
52,144,-212
58,152,-188
50,154,-184
56,146,-208
54,158,-186
48,152,-182
48,154,-212
48,156,-188
54,156,-192
56,150,-192
58,144,-204
48,162,-204
44,170,-184
62,132,-178
50,142,-210
46,166,-196
58,142,-200
52,150,-212
54,166,-188
52,154,-204
52,152,-206
54,152,-186
48,152,-210
52,150,-192
52,150,-188
52,152,-198
50,150,-196
46,168,-202
62,172,-188
60,134,-176
38,156,-210
46,166,-192
60,138,-184
56,154,-186
50,150,-180
54,152,-206
54,154,-178
54,152,-196
54,154,-196
54,160,-202
54,152,-196
50,144,-196
46,168,-186
64,134,-172
52,132,-210
54,152,-172
60,138,-208
54,156,-194
52,152,-202
52,154,-200
54,146,-184
56,150,-202
52,144,-186
54,150,-186
52,150,-194
60,148,-192
48,146,-196
50,166,-196
62,170,-180
64,136,-172
32,154,-202
46,162,-184
56,140,-208
56,146,-210
54,158,-192
48,154,-182
52,150,-204
52,156,-186
54,152,-192
54,148,-194
50,146,-190
52,152,-192
54,148,-192
58,148,-192
48,152,-196
64,156,-178
52,130,-206
44,160,-194
58,142,-180
48,156,-182
52,154,-212
54,150,-182
48,146,-188
52,154,-192
52,152,-196
54,146,-196
44,164,-198
60,164,-182
48,160,-198
64,140,-186
56,142,-206
56,160,-190
52,154,-196
52,152,-204
56,150,-182
50,152,-202
52,144,-202
58,150,-192
54,152,-198
56,156,-204
40,176,-210
46,180,-194
62,140,-192
52,136,-234
44,180,-234
72,188,-224
88,184,-260
102,168,-242
114,156,-212
100,166,-216
82,188,-208
72,168,-174
38,158,-204
18,154,-198
18,114,-188
0,104,-212
0,128,-198
6,156,-202
12,166,-206
14,172,-192
46,138,-170
62,128,-196
36,162,-186
50,170,-172
60,160,-194
60,170,-170
58,154,-164
50,148,-194
46,148,-164
42,140,-182
40,140,-186
38,148,-182
44,144,-172
40,152,-184
52,134,-160
66,124,-180
42,152,-178
54,138,-194
62,158,-168
56,156,-178
58,144,-172
54,138,-192
46,142,-174
38,136,-188
42,130,-192
36,126,-192
38,150,-192
58,142,-180
70,128,-192
54,152,-188
78,142,-190
72,140,-204
76,146,-176
70,150,-198
64,146,-180
60,146,-198
50,146,-186
56,142,-190
54,134,-194
56,138,-198
52,160,-200
54,168,-184
78,130,-170
56,150,-210
70,154,-162
62,142,-204
62,152,-186
62,154,-182
56,150,-204
54,144,-188
50,154,-208
54,148,-192
52,150,-192
54,152,-194
50,146,-196
48,160,-200
54,166,-180
40,170,-208
58,154,-180
54,152,-216
50,160,-192
50,158,-210
50,160,-192
48,162,-200
40,170,-198
42,158,-202
34,170,-208
34,178,-190
52,146,-176
34,172,-210
48,150,-216
42,166,-214
42,160,-212
46,158,-206
48,154,-204
48,158,-194
50,160,-200
52,154,-192
44,148,-204
40,164,-208
60,134,-178
48,138,-214
46,166,-192
56,142,-214
54,156,-198
52,148,-180
54,148,-202
62,148,-184
54,162,-200
52,158,-194
52,152,-182
42,138,-184
48,136,-192
42,134,-192
42,156,-196
60,144,-174
68,128,-194
42,152,-192
68,134,-180
62,144,-196
56,138,-176
54,144,-200
56,150,-186
56,148,-184
52,154,-190
58,140,-192
52,158,-194
64,152,-172
72,134,-212
62,138,-196
54,148,-210
58,158,-186
58,150,-188
52,152,-204
56,146,-190
54,150,-192
52,152,-196
54,162,-200
64,162,-182
72,130,-194
42,156,-200
44,170,-174
64,142,-208
56,156,-210
52,152,-204
56,156,-204
54,152,-196
56,156,-198
54,152,-192
54,156,-194
54,152,-194
48,150,-196
40,168,-200
60,144,-188
70,132,-212
34,168,-204
54,142,-206
46,164,-206
48,156,-184
46,158,-212
46,160,-188
48,158,-208
46,162,-194
44,162,-194
50,156,-194
42,152,-200
42,174,-214
62,140,-178
36,148,-208
44,170,-180
54,144,-206
46,164,-202
48,160,-206
46,156,-192
50,158,-204
50,154,-188
54,152,-192
54,152,-194
46,172,-184
68,140,-174
36,158,-208
60,142,-208
50,156,-210
54,150,-178
54,156,-200
52,150,-204
54,154,-196
56,152,-198
54,152,-192
54,150,-192
44,164,-196
64,136,-178
58,130,-210
38,160,-200
64,138,-190
56,142,-210
54,152,-184
48,146,-198
50,152,-202
48,146,-178
52,148,-200
54,144,-188
52,150,-182
52,146,-192
58,144,-192
48,150,-198
46,160,-198
64,128,-170
46,148,-208
46,158,-182
62,138,-202
48,144,-210
58,154,-182
56,150,-196
50,150,-190
50,152,-184
56,144,-192
52,154,-196
52,154,-198
56,148,-192
52,144,-202
64,134,-174
44,158,-212
46,166,-192
50,146,-204
50,160,-184
52,158,-202
60,148,-184
52,152,-200
48,150,-192
56,144,-198
60,148,-192
50,160,-202
48,166,-200
62,144,-178
66,134,-194
46,140,-220
50,164,-204
56,146,-196
52,156,-192
50,150,-184
54,152,-206
54,150,-182
54,152,-202
54,152,-202
50,152,-192
50,154,-192
50,156,-186
50,146,-198
46,162,-204
58,162,-182
66,134,-176
38,154,-212
44,166,-192
58,142,-200
54,148,-212
54,160,-186
48,156,-200
52,152,-210
56,154,-186
48,152,-208
48,150,-190
52,154,-192
58,150,-194
56,152,-198
52,160,-194
48,154,-166
42,148,-216
46,168,-198
60,142,-180
56,156,-186
54,152,-182
54,150,-192
44,160,-194
42,150,-218
56,152,-214
50,158,-202
48,154,-200
56,148,-198
64,150,-162
56,152,-172
56,152,-174
58,152,-192
54,152,-192
46,164,-182
36,162,-182
58,156,-180
52,146,-186
52,152,-192
60,144,-194
64,136,-210
62,140,-206
50,152,-208
50,150,-204
50,146,-196
54,166,-170
52,154,-176
48,152,-178
52,144,-188
54,156,-192
46,166,-188
30,160,-212
50,160,-206
54,150,-192
56,152,-202
60,148,-194
62,156,-166
54,154,-178
52,156,-176
50,150,-198
50,152,-192
46,172,-176
54,144,-180
54,160,-180
52,152,-188
50,152,-188
58,146,-194
66,134,-214
60,142,-210
48,158,-198
48,154,-202
50,150,-192
48,162,-176
34,160,-180
50,160,-188
52,152,-180
52,150,-186
48,146,-198
44,142,-218
52,146,-212
54,154,-208
50,158,-186
54,152,-202
68,132,-218
52,158,-198
52,152,-196
46,156,-206
54,144,-196
64,134,-208
62,142,-214
54,148,-212
52,154,-208
52,160,-200
46,164,-182
48,160,-176
54,156,-188
52,152,-184
58,148,-182
50,146,-200
42,144,-222
58,152,-214
54,150,-192
54,146,-188
56,144,-202
66,140,-216
54,150,-206
56,154,-202
58,154,-200
56,154,-192
50,166,-198
36,152,-222
56,152,-194
50,154,-206
52,146,-210
56,152,-196
56,170,-176
62,138,-174
46,150,-184
50,156,-180
54,160,-192
44,152,-206
64,140,-218
64,140,-218
64,150,-212
64,154,-210
64,160,-200
58,184,-178
38,172,-176
46,154,-182
42,144,-182
38,136,-186
38,138,-198
46,134,-224
30,160,-206
34,154,-206
44,152,-222
60,152,-216
84,148,-218
84,166,-226
84,186,-222
80,182,-196
80,166,-198
64,172,-194
44,166,-186
48,156,-192
38,146,-190
24,142,-188
18,134,-206
20,126,-216
28,134,-204
36,150,-208
44,154,-192
54,150,-180
64,132,-194
62,142,-194
56,154,-192
60,152,-178
56,152,-178
54,138,-186
38,138,-204
46,134,-192
42,140,-188
44,138,-194
38,144,-184
38,156,-160
28,156,-164
50,154,-170
56,146,-170
54,146,-170
52,138,-188
64,132,-206
56,128,-204
34,142,-202
38,136,-196
46,146,-192
44,156,-174
44,156,-180
56,156,-180
62,150,-174
66,146,-182
62,150,-192
66,134,-212
64,154,-208
64,146,-196
64,144,-202
64,142,-192
64,150,-168
56,148,-176
56,144,-190
54,148,-176
50,144,-192
46,156,-192
36,152,-220
54,152,-188
60,150,-200
60,152,-202
64,150,-194
70,140,-176
62,146,-210
58,156,-202
56,148,-184
54,150,-192
44,160,-202
34,156,-186
52,156,-202
44,156,-202
48,154,-204
50,154,-206
56,160,-170
64,150,-212
44,160,-198
46,160,-184
48,160,-192
46,170,-192
32,172,-182
50,160,-188
42,162,-188
46,152,-198
38,168,-202
64,140,-218
46,154,-218
42,164,-206
44,160,-202
50,150,-204
62,142,-216
48,150,-210
50,156,-204
50,152,-214
50,152,-196
58,180,-170
60,146,-180
48,162,-188
50,152,-182
48,152,-194
50,166,-196
32,166,-192
54,160,-190
54,156,-190
54,150,-192
48,154,-206
32,156,-220
52,156,-194
56,150,-190
56,150,-186
52,140,-198
54,130,-220
62,148,-216
54,150,-206
56,148,-204
54,150,-196
64,154,-178
60,146,-178
58,146,-200
58,146,-196
56,146,-192
44,166,-180
44,146,-218
60,144,-208
54,150,-194
54,142,-200
56,148,-192
50,158,-172
48,158,-178
46,160,-176
56,150,-180
48,152,-180
52,142,-196
66,136,-210
50,156,-204
52,146,-196
52,148,-194
50,142,-194
64,136,-220
50,144,-204
42,156,-196
42,150,-198
48,152,-200
60,140,-170
54,142,-178
40,156,-192
48,150,-194
56,156,-192
48,166,-182
42,164,-178
46,164,-180
56,152,-180
48,156,-182
48,142,-198
56,128,-222
56,142,-214
50,156,-202
48,154,-200
50,158,-192
44,172,-174
40,166,-178
50,156,-184
54,152,-186
52,158,-196
50,148,-194
46,164,-182
38,158,-218
50,152,-192
52,150,-190
54,152,-188
50,146,-200
54,170,-180
48,164,-184
50,152,-180
50,146,-184
56,156,-186
54,150,-206
70,136,-226
60,142,-214
50,150,-208
56,148,-208
48,152,-198
62,144,-168
52,150,-202
58,150,-200
54,152,-204
54,156,-200
48,172,-178
56,152,-174
54,160,-184
54,156,-180
46,156,-186
50,146,-202
68,132,-218
64,136,-210
52,154,-200
56,150,-198
56,156,-190
44,164,-184
46,160,-172
50,160,-178
50,150,-182
54,150,-192
46,144,-206
48,146,-224
48,158,-214
54,152,-190
56,148,-184
52,152,-198
66,134,-214
48,146,-212
52,152,-208
50,148,-198
54,152,-194
48,166,-176
32,156,-184
56,160,-192
52,152,-200
52,156,-190
58,144,-194
62,154,-168
62,144,-190
50,148,-192
50,150,-192
52,156,-200
44,166,-176
42,156,-218
48,156,-214
52,150,-192
52,146,-192
60,144,-194
64,140,-212
54,152,-210
48,150,-202
52,148,-208
60,146,-192
62,138,-206
60,138,-208
48,160,-198
50,148,-206
50,150,-192
62,172,-184
48,166,-178
52,152,-184
52,150,-186
50,156,-192
52,148,-192
54,132,-212
52,144,-218
50,154,-200
54,146,-210
52,154,-192
62,174,-178
56,156,-176
48,154,-182
56,148,-178
50,156,-194
52,144,-202
66,130,-220
52,150,-210
48,156,-204
46,152,-202
46,156,-194
46,150,-196
70,136,-222
58,140,-206
50,156,-196
56,152,-186
50,158,-190
50,142,-192
64,134,-218
52,144,-214
54,152,-210
52,150,-206
52,152,-198
42,164,-180
34,164,-182
50,162,-188
50,152,-200
52,150,-194
58,150,-194
64,132,-206
60,138,-200
48,150,-202
46,152,-202
50,150,-192
48,164,-170
48,168,-180
52,152,-170
52,148,-196
52,154,-192
46,160,-184
34,166,-182
54,158,-188
48,150,-186
48,152,-200
60,146,-196
64,136,-170
64,142,-174
48,156,-192
50,154,-176
54,150,-186
48,156,-198
38,146,-220
50,156,-206
50,152,-200
50,146,-208
54,154,-204
66,152,-168
58,140,-196
52,152,-192
54,152,-200
54,150,-192
44,146,-202
36,158,-202
58,140,-194
50,148,-200
48,152,-184
48,154,-188
48,146,-192
58,128,-210
48,144,-210
48,152,-198
56,150,-208
56,146,-194
66,142,-192
60,138,-210
48,154,-208
50,156,-182
52,152,-198
56,150,-192
54,152,-194
54,152,-200
54,146,-198
48,162,-204
64,170,-190
66,140,-172
34,164,-200
48,168,-192
64,140,-208
52,142,-212
54,156,-192
50,154,-188
52,152,-212
52,154,-192
50,154,-184
52,152,-202
52,152,-202
48,154,-192
54,154,-200
56,150,-188
52,146,-198
50,162,-196
54,168,-182
64,132,-174
48,130,-214
32,164,-198
56,144,-186
52,146,-204
54,160,-190
46,154,-182
48,152,-202
54,154,-208
56,154,-184
52,152,-192
54,156,-192
50,148,-196
50,144,-194
46,168,-200
60,146,-176
34,164,-198
52,152,-176
48,146,-202
52,148,-180
48,158,-198
50,156,-182
56,148,-200
52,150,-190
54,152,-194
56,144,-190
52,146,-196
48,160,-206
62,138,-174
52,132,-208
38,156,-198
56,144,-174
54,144,-200
54,152,-188
50,152,-178
50,150,-192
54,154,-184
52,148,-192
50,144,-196
54,148,-182
52,152,-194
56,144,-194
46,142,-188
44,168,-198
56,150,-178
64,132,-190
32,152,-202
46,162,-176
62,142,-202
54,156,-192
56,150,-176
52,150,-202
48,156,-178
50,150,-200
56,142,-198
48,148,-180
58,152,-194
56,150,-192
48,142,-192
60,128,-204
46,156,-196
56,144,-196
48,150,-206
52,160,-182
48,154,-190
54,148,-176
52,148,-200
54,150,-192
54,152,-194
54,146,-192
52,146,-192
50,142,-196
42,160,-198
64,138,-174
36,168,-198
50,166,-182
58,136,-206
54,158,-186
48,158,-178
50,152,-204
50,158,-184
48,148,-196
52,146,-198
50,150,-188
56,152,-188
52,154,-192
54,144,-194
54,160,-200
46,168,-184
64,136,-174
58,134,-212
44,160,-200
56,146,-178
50,148,-210
52,158,-186
48,160,-180
54,150,-198
54,156,-186
54,152,-202
50,152,-204
50,152,-186
56,154,-198
60,146,-194
48,164,-202
48,156,-186
54,132,-214
34,164,-198
64,144,-182
50,152,-180
50,154,-202
50,160,-184
52,148,-208
50,154,-192
50,152,-196
60,150,-196
48,166,-204
64,168,-184
42,146,-224
48,158,-198
52,142,-196
50,148,-214
54,152,-190
52,152,-180
48,156,-192
52,148,-204
52,148,-192
52,150,-210
54,154,-192
54,158,-192
54,148,-198
52,146,-194
50,162,-194
62,158,-180
64,136,-190
38,170,-194
58,152,-170
58,138,-208
52,152,-192
54,152,-180
50,156,-206
54,158,-188
54,150,-180
52,144,-198
48,152,-194
54,154,-184
58,152,-200
56,148,-190
40,168,-204
52,160,-200
62,140,-180
50,140,-198
46,166,-204
68,140,-192
50,142,-214
50,152,-178
50,158,-200
50,158,-184
52,150,-200
54,150,-190
54,152,-194
54,140,-196
48,162,-204
62,174,-180
42,150,-218
42,168,-192
60,140,-208
52,158,-186
48,156,-176
50,154,-204
56,154,-180
54,152,-198
52,152,-200
54,150,-188
58,152,-192
56,150,-194
48,142,-192
44,164,-202
60,172,-180
64,136,-170
46,154,-206
46,164,-184
60,140,-208
54,160,-210
48,154,-178
46,156,-198
56,152,-200
60,152,-194
48,156,-204
52,152,-190
50,154,-192
50,156,-192
50,146,-194
42,164,-198
62,168,-182
64,140,-172
28,164,-202
62,146,-192
50,158,-188
54,156,-182
50,152,-198
56,152,-196
50,154,-184
56,150,-196
50,154,-192
46,156,-196
52,148,-194
58,166,-180
64,140,-170
30,160,-210
58,140,-208
50,150,-212
50,164,-184
48,154,-204
50,154,-180
52,152,-198
54,152,-182
50,158,-192
56,152,-192
56,138,-194
46,164,-200
60,154,-182
42,156,-218
44,166,-184
62,138,-210
56,152,-212
50,158,-190
48,154,-202
50,148,-202
50,152,-184
54,156,-194
48,152,-196
50,152,-188
50,154,-192
48,146,-194
44,150,-194
46,164,-204
62,138,-178
68,132,-204
36,162,-202
56,148,-178
56,150,-206
54,158,-186
46,156,-200
50,148,-200
54,150,-184
50,148,-208
48,156,-194
48,150,-192
56,144,-192
64,128,-172
38,146,-216
50,164,-168
54,156,-182
48,156,-206
50,154,-178
50,150,-204
50,152,-188
54,152,-188
56,144,-188
48,164,-202
48,162,-180
58,130,-210
32,164,-204
64,140,-194
50,156,-210
54,150,-178
52,152,-206
50,154,-186
52,150,-196
48,154,-194
50,150,-190
46,154,-192
56,150,-192
52,146,-204
48,162,-198
44,168,-186
64,134,-176
44,150,-218
44,166,-198
64,146,-192
50,144,-212
50,162,-186
48,154,-180
50,158,-206
52,160,-188
52,152,-184
50,150,-206
48,152,-188
50,160,-190
56,148,-192
56,148,-190
46,166,-198
54,172,-180
62,138,-170
42,144,-214
44,162,-196
60,142,-198
54,148,-212
44,156,-176
50,152,-198
56,158,-186
48,148,-204
50,150,-188
50,154,-192
56,152,-192
50,138,-194
46,162,-196
66,134,-166
36,152,-208
48,168,-178
54,148,-210
54,156,-186
48,152,-182
48,150,-208
48,150,-190
48,154,-200
48,152,-186
50,154,-198
54,148,-192
50,142,-196
48,162,-206
62,154,-176
64,138,-172
30,160,-198
58,152,-168
54,142,-210
56,152,-186
56,150,-180
50,154,-208
54,148,-186
50,150,-204
52,152,-188
52,154,-194
52,150,-198
48,146,-192
48,160,-206
62,146,-178
52,130,-208
42,164,-196
54,144,-202
52,154,-182
44,156,-184
44,150,-206
52,152,-182
52,150,-206
50,152,-192
56,154,-198
48,146,-194
44,162,-202
62,176,-186
40,160,-202
48,160,-180
60,138,-206
52,158,-190
54,156,-180
44,156,-204
56,158,-190
54,152,-192
50,152,-200
50,150,-192
50,154,-194
52,150,-192
50,158,-204
42,166,-202
62,142,-174
42,146,-222
42,164,-200
64,140,-184
50,142,-216
52,154,-190
46,156,-182
54,152,-208
52,154,-182
54,146,-202
52,150,-200
52,150,-184
50,152,-194
54,150,-194
52,160,-202
46,168,-184
64,136,-176
56,134,-212
42,168,-200
56,142,-196
54,142,-208
50,158,-184
50,158,-204
56,158,-182
50,154,-192
54,150,-200
52,156,-192
50,148,-192
46,174,-184
66,136,-168
32,164,-196
48,164,-180
50,152,-180
48,154,-208
50,150,-188
52,150,-192
46,152,-190
50,160,-196
54,148,-192
48,164,-200
50,174,-172
56,134,-208
36,160,-198
54,152,-168
60,142,-200
54,146,-204
54,160,-178
50,148,-210
56,156,-188
54,150,-188
54,156,-200
50,152,-190
56,154,-194
50,152,-192
54,146,-198
48,166,-196
46,168,-194
64,134,-174
42,138,-208
46,162,-194
56,146,-206
52,144,-210
54,162,-186
48,152,-178
56,152,-204
52,152,-182
50,146,-198
54,146,-200
52,152,-188
52,150,-192
54,154,-192
44,164,-198
64,142,-178
70,132,-212
34,164,-200
50,166,-198
62,140,-206
54,142,-212
48,156,-186
46,150,-196
48,152,-200
48,156,-194
52,152,-196
48,148,-192
44,170,-180
48,168,-178
52,148,-178
54,150,-186
52,148,-184
50,142,-198
46,142,-224
56,154,-216
50,150,-192
50,150,-188
54,148,-198
64,138,-214
50,140,-208
50,148,-208
50,146,-202
50,152,-196
46,170,-178
44,168,-176
54,152,-180
48,148,-182
54,154,-190
48,146,-198
54,130,-216
52,152,-210
50,146,-200
46,154,-212
48,152,-200
60,154,-168
64,142,-174
48,152,-182
50,152,-184
58,146,-182
52,144,-202
42,136,-220
54,146,-210
52,154,-200
52,148,-202
54,154,-190
50,154,-192
54,150,-190
48,160,-200
42,166,-200
58,142,-174
50,166,-176
60,142,-204
50,152,-212
48,152,-196
50,150,-208
48,150,-184
52,152,-204
50,150,-188
54,150,-194
52,144,-198
44,166,-202
62,138,-172
34,172,-202
54,152,-172
50,150,-204
54,160,-180
52,156,-192
50,150,-202
56,148,-188
56,148,-196
52,148,-184
52,156,-192
50,150,-194
54,142,-196
50,160,-200
62,140,-174
62,130,-208
36,160,-196
60,138,-176
50,146,-210
54,152,-184
50,152,-178
54,154,-204
58,148,-184
52,148,-202
52,148,-192
50,154,-186
52,156,-194
56,148,-188
48,160,-204
62,174,-180
66,142,-174
36,160,-214
44,164,-178
56,144,-208
50,154,-212
52,152,-192
48,154,-208
54,154,-178
48,150,-198
56,148,-186
58,156,-192
48,144,-194
46,164,-196
64,142,-176
40,154,-216
44,168,-192
60,140,-200
52,158,-188
46,150,-196
50,152,-208
56,148,-184
54,150,-200
52,150,-192
52,152,-202
56,152,-192
52,140,-194
44,164,-202
62,138,-172
52,128,-210
42,164,-202
56,142,-192
50,146,-214
52,152,-182
56,150,-206
60,152,-182
52,148,-194
46,150,-196
50,158,-188
52,156,-196
50,154,-196
50,144,-196
48,168,-180
62,134,-172
46,156,-216
48,164,-200
60,138,-196
50,142,-208
52,158,-184
48,152,-190
50,150,-196
52,152,-180
50,150,-206
50,158,-190
50,160,-200
52,150,-192
42,168,-196
64,132,-174
34,168,-198
54,148,-176
54,148,-210
52,158,-180
54,158,-202
52,154,-180
58,148,-200
54,152,-188
56,152,-192
56,148,-194
48,170,-202
60,154,-180
68,136,-218
40,164,-212
64,144,-192
54,164,-200
64,158,-192
64,162,-220
68,166,-194
64,164,-208
66,162,-202
60,158,-198
56,154,-204
58,156,-202
56,148,-202
44,164,-208
48,180,-190
62,138,-184
32,156,-218
46,170,-192
64,146,-216
54,154,-208
50,166,-186
48,158,-178
46,154,-206
46,158,-186
38,148,-202
36,154,-190
40,144,-184
38,154,-194
40,144,-184
38,138,-192
30,166,-162
38,134,-208
38,164,-196
